created_at,id,url,reblog,text
2026-05-25T12:23:39.844Z,116635193825443617,https://truthsocial.com/@realDonaldTrump/116635193825443617,no,"Negotiations with the Islamic Republic of Iran are proceeding nicely! It will only be a Great Deal for all or, no Deal at all — Back to the Battlefront and shooting, but bigger and stronger than ever before — And nobody wants that! During my discussions on Saturday with President Mohammed bin Salman Al Saud, of Saudi Arabia, Mohammed bin Zayed Al Nahyan, of The United Arab Emirates, Emir Tamim bin Hamad bin Khalifa Al Thani, Prime Minister Mohammed bin Abdulrahman bin Jassim bin Jaber Al Thani, and Minister Ali al-Thawadi, of Qatar, Field Marshal Syed Asim Munir Ahmed Shah, of Pakistan, President Recep Tayyip Erdoğan, of Türkiye, President Abdel Fattah El-Sisi, of Egypt, King Abdullah II, of Jordan, and King Hamad bin Isa Al Khalifa, of Bahrain, I stated that, after all the work done by the United States to try and pull this very complex puzzle together,  it should be mandatory that all of these Countries, at a minimum, simultaneously, sign onto the Abraham Accords. Those Countries discussed are Saudi Arabia, The United Arab Emirates (already a Member!), Qatar, Pakistan, Türkiye, Egypt, Jordan, and Bahrain (already a Member!). It may be possible that one or two have a reason for not doing so, and that will be accepted, but most should be ready, willing, and able to make this Settlement with Iran a far more Historic Event than it would, otherwise, be. The Abraham Accords have proven to be, for the Countries involved (The United Arab Emirates, Bahrain, Morocco, Sudan, and Kazakhstan), a Financial, Economic, and Social BOOM, even during this time of Conflict and War, with the current Members never even suggesting leaving, or taking so much as even a pause. The reason for this is that the Abraham Accords have been great for them, and will be even better for everybody, and bring true Power, Strength, and Peace to the Middle East for the first time in 5,000 years. It will be a Document respected like no other that has ever been signed, anywhere in the World. Its level of Importance and Prestige will be unparalleled! It should start with the immediate signing by Saudi Arabia and Qatar, and everybody else should follow suit. If they don’t, they should not be part of this Deal in that it shows bad intention. In speaking to numerous of the Great Leaders mentioned above, they would be honored, as soon as our Document is signed, to have the Islamic Republic of Iran as part of the Abraham Accords. Wow, now that would be something special! This will be the most important Deal that any of these Great, but always in Conflict Countries, will ever sign. Nothing in the past, or in the future, will surpass it. Therefore, I am mandatorily requesting that all Countries immediately sign the Abraham Accords, and that, if Iran signs its Agreement with me, as President of the United States of America, it would be an Honor to have them also be part of this unparalleled World Coalition. The Middle East would be United, Powerful, and Economically Strong, like perhaps no other area, anywhere in the World! By copy of this TRUTH, I am asking my Representatives to begin, and successfully complete, the process of signing these Countries into the already Historic Abraham Accords. Thank you for your attention to this matter!DONALD J. TRUMP PRESIDENT OF THE UNITED STATES OF AMERICA"
2026-05-25T12:04:43.939Z,116635119382599342,https://truthsocial.com/@realDonaldTrump/116635119382599342,no,Mike: Thank you for your nice words on Fox. We are on the same path. Keep up the great work. Good luck on the Show! President DJT
2026-05-25T11:41:09.735Z,116635026701312955,https://truthsocial.com/@realDonaldTrump/116635026701312955,yes,"RT @realDonaldTrumpThe Dumocrats have BAD POLICY, AND BAD CANDIDATES. Other than that, they are doing quite well! President DJT"
2026-05-25T11:41:07.224Z,116635026536663377,https://truthsocial.com/@realDonaldTrump/116635026536663377,yes,"RT @realDonaldTrumpHappy Memorial Day to all, including the Dumocrats, who disrespect our Military and all of the tremendous success that it has had over the last year. God Bless those that have made the ultimate sacrifice. I love you all! President DONALD J. TRUMP"
2026-05-25T11:41:04.628Z,116635026366826956,https://truthsocial.com/@realDonaldTrump/116635026366826956,yes,"RT @realDonaldTrumpI laugh at all of the Dumocrats, RINOS, and Fools who know nothing about the potential deal I am making with Iran, things that haven’t even been negotiated yet, weak and ineffective people like failed Senator Thom Tillis (Soon out of office!), Bill Cassidy, who just suffered a massive Primary loss, really bad Congressman Thomas Massie, a major sleazebag who lost in a landslide  to a great American Patriot (Endorsed by “TRUMP”) after showing tremendous disloyalty to his Party (and Country!), and almost all  Dumocrats, people that have totally lost their way, constantly supporting bad policy and even worse candidates, but are constantly critical of each and every fantastic win I have. These people should go home and rest, they do nothing but create division and loss. In other words, they are losers! The deal with Iran will either be a great and meaningful one, or there will be no deal. It will be the exact opposite of the JCPOA disaster negotiated by the failed Obama Administration, which was a direct and open path to a Nuclear Weapon for Iran. No, I don’t do deals like that! President DJT"
2026-05-25T11:40:52.625Z,116635025568002812,https://truthsocial.com/@realDonaldTrump/116635025568002812,no,RT: https://truthsocial.com/users/realDonaldTrump/statuses/116635024735126613
2026-05-25T11:40:39.826Z,116635024735126613,https://truthsocial.com/@realDonaldTrump/116635024735126613,no,
2026-05-25T10:26:37.498Z,116634733606433479,https://truthsocial.com/@realDonaldTrump/116634733606433479,no,"The Dumocrats have BAD POLICY, AND BAD CANDIDATES. Other than that, they are doing quite well! President DJT"
2026-05-25T10:18:59.769Z,116634703608757444,https://truthsocial.com/@realDonaldTrump/116634703608757444,no,"Happy Memorial Day to all, including the Dumocrats, who disrespect our Military and all of the tremendous success that it has had over the last year. God Bless those that have made the ultimate sacrifice. I love you all! President DONALD J. TRUMP"
2026-05-25T10:10:10.259Z,116634668906719597,https://truthsocial.com/@realDonaldTrump/116634668906719597,no,"I laugh at all of the Dumocrats, RINOS, and Fools who know nothing about the potential deal I am making with Iran, things that haven’t even been negotiated yet, weak and ineffective people like failed Senator Thom Tillis (Soon out of office!), Bill Cassidy, who just suffered a massive Primary loss, really bad Congressman Thomas Massie, a major sleazebag who lost in a landslide  to a great American Patriot (Endorsed by “TRUMP”) after showing tremendous disloyalty to his Party (and Country!), and almost all  Dumocrats, people that have totally lost their way, constantly supporting bad policy and even worse candidates, but are constantly critical of each and every fantastic win I have. These people should go home and rest, they do nothing but create division and loss. In other words, they are losers! The deal with Iran will either be a great and meaningful one, or there will be no deal. It will be the exact opposite of the JCPOA disaster negotiated by the failed Obama Administration, which was a direct and open path to a Nuclear Weapon for Iran. No, I don’t do deals like that! President DJT"
2026-05-25T02:09:59.326Z,116632780751574963,https://truthsocial.com/@realDonaldTrump/116632780751574963,no,The voice and genius of the great Dana White (UFC!). Thank you Dana! President DJT
2026-05-24T20:55:12.544Z,116631542989338692,https://truthsocial.com/@realDonaldTrump/116631542989338692,no,"TEXAS, REMEMBER! Ken Paxton was a GREAT Attorney General, probably the best in the Country. He was also very loyal to your favorite President, ME, as the Dumocrats played their ultimate game of  Weaponization, and failed, BADLY! I LOVE Texas, and WON it all three times, getting, by far, the highest (A Record!) Vote in the History of that Great & Beautiful State. Ken’s opponent was VERY disloyal to me, as President, and didn’t fight hard enough for the desperately needed SAVE AMERICA ACT - VOTER I.D., PROOF OF CITIZENSHIP, NO MAIL-IN BALLOTS (with exceptions for Military, Illness, Disability, or Travel!). What more needs to be said??? Vote for Ken Paxton on Tuesday, HE WILL NEVER LET YOU DOWN!!!  President DONALD J. TRUMP"
2026-05-24T19:41:34.417Z,116631253441115435,https://truthsocial.com/@realDonaldTrump/116631253441115435,no,
2026-05-24T19:38:26.445Z,116631241122246173,https://truthsocial.com/@realDonaldTrump/116631241122246173,no,
2026-05-24T19:37:18.180Z,116631236648279838,https://truthsocial.com/@realDonaldTrump/116631236648279838,no,
2026-05-24T19:32:17.666Z,116631216958431697,https://truthsocial.com/@realDonaldTrump/116631216958431697,no,"It is my Great Honor to endorse Ty Masterson, a fantastic Candidate running to be the next Governor of the Great State of Kansas, a place I love and WON BIG in 2016, 2020, and 2024! Ty will run on the Republican “ticket” with my friend, the Great U.S. Senator Roger Marshall, who, along with many America First Patriots in Kansas, strongly believe in him.A highly successful Small Business Owner and Entrepreneur, and Kansas’ very popular State Senate President, Ty has dedicated his life to serving his Community. As your next Governor, Ty will work tirelessly to Champion Kansas Values, Promote our Amazing Farmers and Ranchers, Grow our Economy, Cut Taxes and Regulations, Advance MADE IN THE U.S.A., Unleash American Energy DOMINANCE, Keep our Border SECURE, Stop Migrant Crime, Ensure LAW AND ORDER, Support our Brave Military, Veterans, and Law Enforcement, Safeguard our Elections, and Defend our always under siege Second Amendment.Ty Masterson has my Complete and Total Endorsement to be the next Governor of Kansas — HE WILL NEVER LET YOU DOWN!"
2026-05-24T19:21:05.345Z,116631172892605269,https://truthsocial.com/@realDonaldTrump/116631172892605269,no,
